GCK J19132885+4321164 288.37022 43.35455 17.695 0.012 -999.990 -999.990  91.12  7673192 Kepler-402   13.268 13.567 13.221 13.140 13.127 12.303 12.082 11.993
GCK J19143859+4322052 288.66078 43.36811 17.815 0.013 -999.990 -999.990  82.99  7673841 Kepler-392   13.455 13.791 13.421 13.311 13.310 12.413 12.150 12.121
GCK J19520553+4321488 298.02306 43.36356 21.522 0.125 -999.990 -999.990   8.69  7703955 Kepler-315   15.321 15.883 15.278 15.079 14.936 13.981 13.621 13.580
GCK J19192674+4328218 289.86141 43.47273 20.742 0.057 -999.990 -999.990  19.14  7747425 Kepler-341   14.601 15.073 14.550 14.398 14.332 13.416 13.112 12.993
GCK J19321487+4334525 293.06197 43.58126 23.304 0.585 -999.990 -999.990   1.86  7825899 Kepler-248   15.258 15.919 15.187 14.974 14.868 13.910 13.442 13.356
GCK J19385808+4332123 294.74198 43.53676 18.721 0.022 -999.990 -999.990  49.85  7831264 Kepler-116   13.717 14.047 13.668 13.575 13.557 12.702 12.486 12.382
GCK J19042649+4340515 286.11038 43.68098 20.266 0.043 -999.990 -999.990  25.25  7877496 Kepler-412   14.309 14.727 14.240 14.130 14.077 13.189 12.932 12.836
GCK J19371613+4337449 294.31723 43.62913 22.751 0.442 -999.990 -999.990   2.46  7898352 Kepler-302   15.505 16.016 15.460 15.286 15.189 14.259 13.913 13.900
GCK J19130108+4342177 288.25448 43.70492 19.522 0.036 -999.990 -999.990  30.34  7950644 Kepler-427   14.221 14.621 14.172 14.049 13.990 13.160 12.814 12.776
GCK J19490692+4343262 297.27883 43.72394 20.516 0.052 -999.990 -999.990  20.69  7977197 Kepler-162   14.248 14.763 14.211 14.028 13.955 13.041 12.708 12.657
GCK J18495232+4353243 282.46798 43.89009 21.962 0.149 -999.990 -999.990   7.27  8008206 Kepler-185   14.458 15.127 14.393 14.172 14.075 13.050 12.586 12.515
GCK J19004394+4349519 285.18308 43.83107 14.570 0.003   14.394    0.220 413.45  8013439 Kepler-381   10.421 11.052 10.479                9.721  9.547  9.504
GCK J19094531+4349553 287.43881 43.83202 22.142 0.213 -999.990 -999.990   5.09  8017703 Kepler-174   14.287 15.001 14.237 13.981 13.837 12.791 12.292 12.183
GCK J19181281+4352350 289.55339 43.87640 20.526 0.058 -999.990 -999.990  18.85  8022244 Kepler-175   14.939 15.408 14.889 14.737 14.685 13.772 13.487 13.496
GCK J18495814+4358486 282.49226 43.98017 15.982 0.005 -999.990 -999.990 238.83  8077137 Kepler-128   11.390 11.697 11.315 11.258 11.241 10.372 10.093 10.108
GCK J18431230+4402029 280.80127 44.03413 21.178 0.095 -999.990 -999.990  11.48  8142787 Kepler-439   14.560 15.077 14.499 14.339 14.250 13.343 12.955 12.919
GCK J19573771+4402059 299.40711 44.03497 18.702 0.016 -999.990 -999.990  68.55  8191672 Kepler-  5   13.369 13.883 13.321 13.148        12.115 11.863 11.769
GCK J19591116+4405212 299.79648 44.08923 19.904 0.028 -999.990 -999.990  38.34  8193178 Kepler-187   14.173 14.669 14.129 13.960 13.853 12.955 12.615 12.566
GCK J19024147+4407004 285.67277 44.11679 22.600 0.239 -999.990 -999.990   4.55  8219268 Kepler- 91   12.495 13.407 12.406 12.104 11.919 10.789 10.234 10.135
GCK J19374884+4408444 294.45349 44.14568 18.668 0.021 -999.990 -999.990  51.75  8240797 Kepler-321   12.706 13.248 12.653 12.474        11.621 11.300 11.249
GCK J19375618+4410003 294.48407 44.16676 22.509 0.243 -999.990 -999.990   4.48  8240904 Kepler-266   15.590 16.153 15.533 15.348 15.269 14.300 13.907 13.810
GCK J19461586+4406212 296.56609 44.10590 21.703 0.208 -999.990 -999.990   5.23  8247638 Kepler-251   15.223 15.783 15.187 14.983 14.890 13.960 13.596 13.631
GCK J18452370+4417427 281.34875 44.29518 20.201 0.043 -999.990 -999.990  25.45  8277797 Kepler-322   13.530 14.088 13.491 13.292 13.191 12.246 11.867 11.836
GCK J18520071+4417023 283.00297 44.28397 19.332 0.027 -999.990 -999.990  40.63  8280511 Kepler-271   13.404 13.883 13.367 13.198 13.111 12.198 11.819 11.744
GCK J19172336+4412307 289.34732 44.20852 14.654 0.002   14.499    0.220 453.47  8292840 Kepler-126   10.500 10.904 10.514                9.616  9.407  9.344
GCK J18450713+4418564 281.27970 44.31566 20.783 0.066 -999.990 -999.990  16.41  8344004 Kepler-188   14.674 15.135 14.625 14.476 14.464 13.535 13.196 13.144
GCK J18575582+4423523 284.48258 44.39785 18.554 0.019 -999.990 -999.990  58.42  8349582 Kepler- 95   12.346 12.778 12.272 12.161 12.107 11.210 10.867 10.801
GCK J19101551+4418191 287.56464 44.30530 22.590 0.226 -999.990 -999.990   4.80  8355239 Kepler-189   14.859 15.515 14.790 14.579 14.462 13.407 12.941 12.920
GCK J19182585+4420438 289.60772 44.34550 20.575 0.056 -999.990 -999.990  19.43  8359498 Kepler- 77   13.938 14.449 13.871 13.720 13.658 12.757 12.444 12.361
GCK J20020412+4422535 300.51718 44.38154 18.720 0.015 -999.990 -999.990  72.28  8394721 Kepler- 79   13.914 14.273 13.879 13.761 13.741 12.913 12.653 12.605
GCK J20032733+4420153 300.86388 44.33758 18.244 0.013 -999.990 -999.990  82.91  8395660 Kepler-106   12.882 13.293 12.850 12.706 12.646 11.752 11.493 11.430
GCK J18484811+4425193 282.20044 44.42204 18.941 0.023 -999.990 -999.990  47.12  8410727 Kepler-270   13.908 14.232 13.841 13.769 13.660 12.938 12.614 12.627
GCK J19345808+4426553 293.74201 44.44869 18.734 0.027 -999.990 -999.990  40.82  8435766 Kepler- 78   11.551 12.182 11.460 11.281 11.129 10.183  9.675  9.586
GCK J18561425+4431061 284.05937 44.51836 15.641 0.004   15.636    0.220 257.40  8478994 Kepler- 37    9.705 10.418  9.779                8.356  8.000  7.942
GCK J19253308+4431447 291.38781 44.52908 16.866 0.007 -999.990 -999.990 156.04  8494142 Kepler-145   11.931 12.239 11.897 11.799 11.759 10.913 10.692 10.628
GCK J19231783+4438493 290.82430 44.64703 19.627 0.035 -999.990 -999.990  30.94  8557374 Kepler-213   13.648 14.093 13.577 13.457 13.408 12.477 12.169 12.121
GCK J19263680+4441171 291.65331 44.68809 18.995 0.022 -999.990 -999.990  49.12  8559644 Kepler-111   13.492 13.876 13.426 13.327 13.301 12.412 12.111 12.109
